gene_name,entrezgene_id,padj,Diff
CCNI2,645121,1.24e-63,2.494856567
CCNJ,54619,5.54e-09,1.240485293
CCNJL,79616,3.17e-28,-1.579547882
CCNK,8812,1.43e-19,0.939686129
CCNL1,57018,0.043282603,-1.489192904
CCNL2,81669,0.001655329,3.282433097
CCNT1,904,3.85e-13,5.23393921
CCNT2,905,0.000505001,-2.604471606
CCP110,9738,6.76e-05,0.723046671
CCPG1,9236,0.00373531,2.941099655
CCR1,1230,2.52e-37,-1.59676958
CCR10,2826,9.7e-36,-1.929785365
CCR2,729230,7.95e-12,-4.634746609
CCR3,1232,8e-05,-2.752540383
CCR4,1233,1.25e-12,-4.689196384
CCR5,1234,1.86e-42,-1.980368884
CCR6,1235,1.32e-51,-2.902049788
CCR7,1236,2.97e-25,-1.520198553
CCR8,1237,2.41e-28,-1.60601373
CCR9,10803,0.018079124,-0.983058954
CCRL2,9034,1.38e-15,-1.709613634
CCSAP,126731,1.88e-06,-0.55360204
CCSER1,401145,3.22e-22,-5.826203153
CCSER2,54462,4.74e-10,-1.73451282
CCT2,10576,0.000268046,3.763208219
CCT5,22948,0.000805293,0.538774199
CCT8,10694,0.000118514,-0.520450982
CCT8L2,150160,3.19e-06,-2.083480672
CD101,9398,0.012061365,-2.315229948
CD109,135228,2.52e-17,-2.663994665
CD14,929,1.31e-63,-2.173517348
CD151,977,3.63e-15,-1.983036789
CD160,11126,2.09e-17,-1.344875858
CD163,9332,1.89e-12,-2.315177035
CD163L1,283316,5.96e-05,-2.951132412
CD164,8763,9.32e-37,-1.962340715
CD164L2,388611,4.04e-20,2.433673196
CD180,4064,1.18e-26,-1.152651424
CD19,930,3.27e-06,3.019849745
CD1A,909,4.06e-05,-0.539818238
CD1B,910,8.16e-26,-1.473335351
CD1C,911,2.58e-28,-1.872360674
CD1D,912,2.87e-07,-2.96536171
CD1E,913,1.28e-50,-1.442783141
CD2,914,6.12e-28,-1.625665032
CD200,4345,1.4e-10,-5.613928835
CD200R1,131450,2.01e-21,-1.485203101
CD200R1L,344807,8.03e-05,-0.5529542
CD207,50489,1.63e-42,-2.382412671
CD209,30835,6.27e-23,-1.603909808
CD22,933,1.2e-24,-1.446297575
CD226,10666,4.99e-16,-1.000230318
CD244,51744,1.21e-05,-2.703007578
CD247,919,8.69e-09,-3.663679021
CD248,57124,1.32e-23,0.811916379
CD27,939,9.84e-17,-1.05249431
CD27-AS1,678655,8.56e-06,-0.513945458
CD274,29126,0.000159813,-0.961279695
CD276,80381,3.02e-08,-3.38578505
CD28,940,5.72e-09,-4.37811939
CD2AP,23607,0.036322954,-1.138888972
CD2BP2,10421,1.21e-14,-0.694252653
CD300C,10871,6.12e-20,-1.140305221
CD300E,342510,2.08e-13,-5.998273604
CD300LB,124599,5.24e-13,-3.880349175
CD300LD,100131439,1.26e-21,-1.323987828
CD300LF,146722,4.46e-08,-3.397482513
CD300LG,146894,5.3e-23,-1.396713689
CD302,9936,5.26e-14,1.506164506
CD320,51293,1.5e-12,-0.623382039
CD33,945,2.15e-05,-1.24118322
CD36,948,4.59e-12,-5.382450917
CD3D,915,2.67e-18,-1.319611844
CD3E,916,1e-20,-1.434234002
CD3G,917,6.71e-10,-2.528914523
CD4,920,6.14e-29,-1.153685018
CD40,958,2.12e-29,-1.86097421
CD40LG,959,0.000330535,-2.278855178
CD44,960,2.97e-05,-3.172942543
CD47,961,2.22e-07,4.089959526
CD48,962,1.07e-33,-1.996333187
CD5,921,3.17e-38,-1.583819883
CD52,1043,3.88e-32,-2.094379353
CD53,963,6.03e-36,-2.137913602
CD55,1604,5.01e-06,3.205328272
CD58,965,3.09e-54,-3.202423509
CD59,966,8.14e-31,-1.450098285
CD5L,922,5.32e-40,-1.859950687
CD6,923,1.59e-09,-2.028286303
CD68,968,5.11e-67,-2.847101777
CD69,969,0.00036413,-2.39727457
CD7,924,6.81e-32,-1.013405064
CD70,970,2.4e-23,-1.857745771
CD72,971,2.24e-28,-1.298682432
CD74,972,1.41e-12,-0.765867859
CD79A,973,3.16e-47,-1.118917556
CD79B,974,1.2e-14,-0.566435761
CD80,941,1.49e-14,-1.222796998
CD81-AS1,101927682,6.39e-34,-2.238309395
CD82,3732,2.34e-76,-3.326829655
CD84,8832,8.41e-08,-3.375392676
CD86,942,7.46e-05,-3.646650185
CD8A,925,2.01e-22,1.70811604
CD8B,926,0.004220674,-1.694337959
CD9,928,0.001453279,2.611347253
CD93,22918,2.1e-10,-0.676264919
CD96,10225,0.002449009,-2.652416904
CD99L2,83692,3.77e-10,0.803884529
CDA,978,1.43e-09,-1.721369394
CDAN1,146059,1.17e-36,1.01010308
CDC16,8881,4.34e-08,0.73152235
CDC20,991,3.45e-19,-0.916948362
CDC20B,166979,1.75e-16,-7.37883465
CDC23,8697,3.33e-05,-0.525673217
CDC25A,993,0.006335866,2.800541029
CDC25C,995,1.29e-19,-2.747526172
CDC34,997,6.75e-18,0.705552377
CDC37,11140,3.98e-21,-1.071985891
CDC37L1,55664,8.81e-05,-0.337461987
CDC42BPB,9578,3.35e-32,-1.818285583
CDC42BPG,55561,7.77e-17,-0.821698714
CDC42EP2,10435,1.68e-15,0.991552745
CDC42EP4,23580,4.48e-40,1.385334058
CDC42EP5,148170,7.02e-19,1.220619784
CDC42SE1,56882,2.17e-12,0.829264894
CDC42SE2,56990,1.57e-34,-2.586350859
CDC5L,988,0.010176506,1.535012753
CDC6,990,7.87e-05,-0.262059036
CDCA2,157313,5.57e-88,-4.19183896
CDCA3,83461,4.03e-13,-0.524224706
CDCA4,55038,2.91e-21,-1.592719821
CDCA5,113130,2.27e-05,-0.37036588
CDCA7,83879,4.88e-20,-1.246430471
CDCA7L,55536,1.1e-37,-1.034170988
CDCA8,55143,5.75e-07,2.379013695
CDCP1,64866,1.47e-05,-3.248962436
CDCP2,200008,0.011938934,-1.706969296
CDH10,1008,1.4e-11,-4.93670428
CDH12,1010,7.99e-09,-4.842512812
CDH13,1012,6.32e-09,-4.665782351
CDH15,1013,4.36e-06,2.371023775
CDH16,1014,5.94e-08,0.931016666
CDH18,1016,1.89e-12,-5.550177189
CDH19,28513,2.74e-09,-5.747644576
CDH2,1000,4.03e-10,-4.796243943
CDH20,28316,6.07e-42,-1.983425427
CDH22,64405,8.41e-58,-3.105396162
CDH23,64072,3.26e-05,-2.558397814
CDH26,60437,7.18e-21,-1.944405597
CDH4,1002,4.02e-62,-2.724021383
CDH5,1003,3.39e-07,-3.029159093
CDH6,1004,2.35e-09,-2.067981184
CDH9,1007,6.41e-19,2.150934907
CDHR1,92211,2.24e-20,-0.966897015
CDHR2,54825,2.14e-24,-2.051872163
CDHR3,222256,6.72e-30,-1.315790517
CDHR4,389118,6.74e-10,-0.583150174
CDHR5,53841,2.34e-18,-1.046489681
CDIPT,10423,5.28e-27,2.438308347
CDK11A,728642,0.013939243,0.128497973
CDK11B,984,3.14e-05,3.657480432
CDK14,5218,9.01e-10,-3.351981105
CDK17,5128,2.42e-19,-4.028548937
CDK18,5129,3.1e-47,-3.188265509
CDK20,23552,0.000103954,0.452776597
CDK2AP1,8099,3.68e-08,4.971698989
CDK2AP2,10263,1.74e-10,0.589656393
CDK4,1019,7.11e-13,0.711065517
CDK5,1020,4.5e-21,0.950416148
CDK5R2,8941,9.19e-08,1.280377583
CDK5RAP1,51654,7.21e-42,-2.826868275
CDK5RAP2,55755,1.3e-47,-2.415554673
CDK5RAP3,80279,1.7e-11,0.684017595
CDK7,1022,8.46e-22,-1.630170657
CDK8,1024,0.03531136,-1.107683877
CDKAL1,54901,0.000547502,-3.31920418
CDKL1,8814,8.67e-26,1.832622339
CDKL3,51265,1.01e-06,4.889420151
CDKN1A,1026,9.69e-49,-2.325279861
CDKN1B,1027,2.54e-47,-3.124804547
CDKN1C,1028,2.38e-19,1.851630792
CDKN2AIP,55602,5.24e-17,1.24050236
CDKN2B,1030,2.5e-10,0.67846146
CDKN2B-AS1,100048912,1.67e-07,2.349484094
CDKN2C,1031,0.001778012,-1.351332646
CDKN2D,1032,7.66e-48,-1.637828066
CDO1,1036,5.53e-15,2.107178344
CDPF1,150383,1.02e-43,1.175622529
CDR2L,30850,5.6e-19,-0.579110574
CDRT7,94150,3.87e-09,-2.584942915
CDS1,1040,5.76e-22,-1.213610968
CDSN,1041,5.84e-25,-1.542255937
CDT1,81620,3.82e-11,0.853437621
CDV3,55573,9.25e-10,0.269546454
CDX2,1045,1.08e-05,3.258765683
CDX4,1046,5.56e-11,-1.462591254
CDYL2,124359,6.23e-05,-2.503450496
CEACAM1,634,3.52e-22,-1.711442203
CEACAM16,388551,1.08e-19,-0.974827631
CEACAM18,729767,4.33e-15,-0.929887062
CEACAM19,56971,3.28e-21,-0.922864539
CEACAM22P,388550,4.05e-09,-0.819417593
CEACAM4,1089,1.78e-37,-1.214647075
CEACAM6,4680,1.04e-12,-0.664239383
CEACAM7,1087,8.16e-16,-1.134108988
CEACAM8,1088,1.23e-33,-1.61901738
CEBPA,1050,2.05e-16,1.03897813
CEBPB,1051,0.042610314,-1.25296326
CEBPD,1052,0.00026594,0.408392407
CEBPE,1053,5.09e-16,-1.105129109
CEBPZOS,100505876,1.08e-06,-0.625282169
CECR2,27443,1.22e-18,-1.958343653
CECR3,27442,3.17e-16,0.588176405
CELA1,1990,1.57e-12,-0.653290383
CELA2A,63036,2.42e-25,-0.917137416
CELA2B,51032,3.49e-46,-1.900148723
CELA3A,10136,9.5e-16,-0.84312378
CELA3B,23436,1.99e-10,-0.558305823
CELF2,10659,5.51e-05,-2.960630873
CELF2-AS1,414196,1.18e-08,-0.984583984
CELF3,11189,4.12e-08,-0.690194078
CELF4,56853,4.48e-47,-2.19853021
CELF5,60680,3.56e-12,-1.27266182
CELF6,60677,0.000286544,-1.807587028
CELSR1,9620,1.92e-72,-2.794145353
CELSR2,1952,4.98e-28,-1.353803314
CELSR3,1951,6.23e-32,1.508118518
CEND1,51286,3.69e-15,1.372914938
CENPA,1058,0.018631098,-1.419126082
CENPB,1059,2.08e-15,1.225091001
CENPC,1060,1.99e-18,0.89008714
CENPE,1062,0.014713683,0.59115244
CENPI,2491,0.0005855,0.143044461
CENPU,79682,1.38e-13,0.653988607
CENPV,201161,1.39e-09,1.173996191
CENPW,387103,8.88e-26,1.605787175
CEP104,9731,0.03053598,1.217295716
CEP112,201134,8.76e-44,-2.404349857
CEP128,145508,1.11e-28,0.902022159
CEP135,9662,2.28e-34,-2.496007646
CEP162,22832,4.28e-05,-1.758338149
CEP170,9859,6.01e-13,-1.504133241
CEP19,84984,0.043921674,1.889097337
CEP192,55125,0.049334027,1.298164005
CEP295NL,100653515,2.3e-33,-1.29643923
CEP350,9857,5.62e-05,-2.684678907
CEP44,80817,0.030613806,-0.295623422
CEP57,9702,8.85e-05,-0.944282691
CEP63,80254,1.33e-18,1.23751377
CEP68,23177,1.05e-56,-3.171136105
CEP70,80321,7.7e-06,-2.919762702
CEP72,55722,0.003280902,3.043827952
CEP78,84131,4.05e-08,0.450583406
CEP85,64793,1.24e-06,-2.166546535
CEP85L,387119,2.37e-14,0.834531675
CEP89,84902,6.92e-14,-0.890895869
CER1,9350,0.003419408,-1.361752974
CERCAM,51148,1.12e-26,-1.343587422
CERS1,10715,9.65e-28,-1.741180431
CERS3,204219,5.26e-21,-1.858813662
CERS4,79603,1.03e-14,-1.283821482
CERS5,91012,8.24e-08,0.212326192
CERS6,253782,1.02e-12,-2.957722618
CERS6-AS1,100861402,4.73e-16,-1.019840326
CES1,1066,1.33e-35,-1.495763108
CES3,23491,9.49e-40,-1.404949353
CES4A,283848,3.05e-32,-1.889855611
CES5A,221223,2.11e-44,-2.250229368
CETN1,1068,5.38e-10,-0.465856161
CETN2,1069,0.000324896,0.468172787
CETN3,1070,9.24e-07,0.21423721
CETP,1071,7.22e-16,-0.710328285
CFAP126,257177,4.75e-06,-4.259959655
CFAP20,29105,0.004036536,0.432266906
CFAP221,200373,0.048138165,-1.311572856
CFAP36,112942,0.021153679,0.28821075
CFAP43,80217,0.000416697,-2.160460799
CFAP45,25790,5.99e-23,-1.486304254
CFAP46,54777,1.05e-23,-1.255079473
CFAP47,286464,2.85e-11,-4.943725131
CFAP53,220136,0.004710542,-0.364426357
CFAP54,144535,8.41e-15,-5.987290816
CFAP58,159686,9.48e-25,-1.903393012
CFAP61,26074,1.7e-16,-5.645830942
CFAP70,118491,1.24e-26,-1.655245528
CFAP74,85452,1.4e-59,-2.146163515
CFAP99,402160,4.73e-18,-1.140038911
CFB,629,3.24e-49,-2.100750651
CFDP1,10428,1.92e-09,6.023170688
CFHR2,3080,2.78e-08,-3.184060668
CFHR3,10878,0.038879798,-1.818473073
CFHR4,10877,1.46e-07,-2.215429593
CFHR5,81494,6.76e-08,-4.040023232
CFI,3426,1.01e-13,-0.620185968
CFL1,1072,2.92e-33,-1.093955445
CFL1P1,142913,0.024200626,-0.1239725
CFL2,1073,7.86e-09,5.19919372
CFLAR,8837,1.29e-07,-3.861532533
CFLAR-AS1,65072,6.14e-26,-1.528743042
CFP,5199,2.02e-09,-3.770688764
CFTR,1080,3.15e-14,-2.529273952
CGA,1081,5.13e-13,-0.939527008
CGB2,114336,0.028750586,0.205441953
CGB7,94027,0.027490453,0.117733778
CGGBP1,8545,1.92e-06,0.532879032
CGNL1,84952,0.000108617,3.722670002
CGREF1,10669,0.007565291,-0.67540152
CGRRF1,10668,1.51e-10,-3.008593171
CH25H,9023,8.58e-05,0.884014646
CHAD,1101,4.27e-27,1.630045796
CHAF1A,10036,3.9e-13,-0.849635825
CHAF1B,8208,5.6e-20,1.487694242
CHAT,1103,1.04e-20,2.1112141
CHCHD1,118487,0.02119556,1.196696417
CHCHD10,400916,6.88e-11,0.79047658
CHCHD2,51142,1.07e-22,-1.301394908
CHCHD3,54927,0.000480388,3.179524137
CHCHD4,131474,3.97e-18,1.308834569
CHCHD5,84269,1.01e-20,0.580345797
CHCHD6,84303,8.84e-52,-3.423166496
CHCHD7,79145,0.000423647,3.18917415
CHD1,1105,1.29e-09,-4.907310258
CHD3,1107,5.39e-06,-1.65486119
CHD5,26038,2.01e-06,-2.828684108
CHD7,55636,0.007197886,1.970888497
CHD8,57680,2.75e-15,0.670349483
CHEK1,1111,1.25e-11,-1.02607241
CHEK2,11200,1.11e-14,0.797884192
CHEK2P2,646096,0.027075553,-0.167601778
CHERP,10523,3.81e-12,-0.848976339
CHFR,55743,5.83e-28,1.26731024
CHGA,1113,2.22e-24,2.282380864
CHGB,1114,1.81e-10,0.733073355
CHI3L1,1116,4.98e-36,-1.522852415
CHI3L2,1117,4.77e-66,-2.991543551
CHIA,27159,6.82e-15,-1.067818998
CHIC1,53344,0.02372284,0.702345304
CHIC2,26511,0.005812316,-0.475622607
CHIT1,1118,1.45e-37,-1.540901237
CHKA,1119,3.91e-47,2.339271746
CHL1-AS1,101927193,1.12e-05,-2.779506841
CHML,1122,2.82e-16,-0.899941697
CHMP1A,5119,1.36e-16,-1.007095972
CHMP1B,57132,0.038275747,-0.19453852
CHMP1B2P,101060146,9.8e-07,3.860731275
CHMP2A,27243,4.52e-18,1.145895233
CHMP3,51652,0.022044146,0.288891986
CHMP4A,29082,1.1e-15,-1.071073793
CHMP4B,128866,3e-07,-1.433797494
CHMP4C,92421,3.59e-09,0.460441246
CHMP5,51510,0.000501724,0.124451131
CHMP7,91782,0.049354819,2.007286678
CHN1,1123,3.08e-08,-3.66461346
CHORDC1,26973,1.89e-08,0.237605424
CHP2,63928,8.75e-05,3.32576523
CHPF,79586,0.013735274,2.039540021
CHPF2,54480,6.92e-19,1.146214628
CHPT1,56994,0.007795731,0.682101256
CHRAC1,54108,3.1e-11,0.652875394
CHRDL1,91851,1.03e-05,0.881351555
CHRDL2,25884,4.7e-06,-2.914576221
CHRM3,1131,3.89e-50,-2.01540777
CHRM3-AS1,100873984,6.04e-21,-1.073792459
CHRM3-AS2,100506915,1.08e-21,-1.578601905
CHRM4,1132,4.94e-51,-1.308566863
CHRNA1,1134,6.43e-07,-2.105701566
CHRNA10,57053,8.95e-11,-0.46154879
CHRNA2,1135,1.12e-22,-0.756396665
CHRNA5,1138,3.99e-14,-1.223324534
CHRNA6,8973,4.32e-24,-2.653937073
CHRNA7,1139,3.92e-22,-1.678029684
CHRNB1,1140,4.03e-11,-1.015564262
CHRNB3,1142,4.34e-18,-0.976546766
CHRNB4,1143,2.92e-33,-1.859134149
CHRND,1144,1.86e-10,0.848707881
CHRNE,1145,1.84e-48,-1.621630856
CHST1,8534,0.001305313,-1.392436094
CHST10,9486,1e-06,4.910649316
CHST11,50515,1.37e-67,-3.540170497
CHST13,166012,8.11e-16,-0.913566768
CHST14,113189,1.02e-17,1.768273259
CHST15,51363,6.57e-53,-4.18630417
CHST2,9435,2.94e-15,1.197068136
CHST3,9469,0.028894931,1.013835743
CHST4,10164,1.56e-34,-1.235162003
CHST5,23563,1.52e-09,-0.575018799
CHST6,4166,2.19e-36,-1.572981985
CHST7,56548,6.98e-07,-1.270217328
CHSY1,22856,3.43e-63,-3.163062732
CHTOP,26097,2.74e-07,5.254215832
CHUK,1147,0.021605329,1.488872704
CHURC1,91612,9.8e-08,0.708216923
CHURC1-FNTB,100529261,2.82e-49,1.919871263
CIAPIN1,57019,0.003559813,0.265320868
CIART,148523,5.34e-14,0.895041616
CIB1,10519,7.9e-21,-0.749340768
CIB2,10518,9.9e-18,-0.914579806
CIB3,117286,3.88e-14,-1.071942124
CIB4,130106,0.002440957,-1.801722165
CIDEA,1149,4.39e-21,2.111589127
CIDEB,27141,8.61e-45,-1.880421252
CIDEC,63924,1.83e-22,-1.398198539
CIITA,4261,2.71e-47,-2.279975337
CILP,8483,5.24e-29,-1.492832953
CILP2,148113,6.1e-25,2.086173742
CIPC,85457,2.22e-29,1.364982064
CIR1,9541,4.51e-12,-0.795620515
CIRBP,1153,9.87e-17,5.764710098
CIRBP-AS1,148046,0.000759654,0.30622817
CISD2,493856,1.34e-08,-0.450182741
CISH,1154,5.2e-09,1.223442075
CIT,11113,0.001545823,3.165618947
CITED1,4435,1.33e-08,1.081939391
CITED4,163732,3.14e-29,-1.051922746
CIZ1,25792,2.25e-76,2.083964519
CKAP2,26586,6.2e-08,-1.527950541
CKAP2L,150468,0.000560706,-0.739816566
CKAP5,9793,6.78e-14,1.328375679
CKB,1152,2.26e-08,1.584056441
CKLF-CMTM1,100529251,1.97e-23,-2.062671627
CKM,1158,8.03e-10,0.767292785
CKMT2,1160,1.1e-25,1.884965296
CKMT2-AS1,100131067,1.96e-17,-0.515549372
CLASP1,23332,4.59e-07,4.544624564
CLASP2,23122,0.000828609,2.119957764
CLC,1178,7.06e-37,-2.039391943
CLCA2,9635,1.37e-08,-0.620926555
CLCA3P,9629,7.26e-06,-2.803763626
CLCA4,22802,3.63e-28,-1.772320512
CLCC1,23155,1.9e-09,-0.588386858
CLCF1,23529,1.66e-19,-0.731347573
CLCN1,1180,2.02e-32,-1.635566139
CLCN2,1181,8.57e-07,-0.41500014
CLCN3,1182,3.92e-05,-3.914190531
CLCN5,1184,0.000762524,3.4179588
CLCN6,1185,2.86e-07,2.662427559
CLCNKA,1187,0.001476197,0.317976066
CLCNKB,1188,1.03e-63,2.563517606
CLDN1,9076,2.36e-06,-2.738169371
CLDN10-AS1,100874194,3.91e-26,-1.536190628
CLDN11,5010,1.08e-16,5.446466602
CLDN12,9069,1.31e-22,-1.563597411
CLDN14,23562,3.69e-14,5.869511609
CLDN15,24146,3.68e-08,-0.876771444
CLDN16,10686,3.93e-24,1.631217893
CLDN17,26285,2.92e-16,-1.995534617
CLDN18,51208,7.72e-16,-0.977850353
CLDN19,149461,1.05e-31,1.648154848
CLDN2,9075,2.63e-51,-1.922129629
CLDN20,49861,2.25e-07,5.287533809
CLDN25,644672,0.038951891,-0.97011993
CLDN3,1365,1.26e-08,0.444207315
CLDN34,100288814,7.42e-07,0.316094651
CLDN4,1364,5.89e-11,0.700473709
CLDN5,7122,6.07e-19,1.404319511
CLDN6,9074,1.47e-09,3.883708992
CLDN7,1366,1.32e-07,0.559547903
CLDN8,9073,4.42e-13,5.890805457
CLDN9,9080,4.21e-18,2.01755045
CLDND2,125875,4.18e-05,-0.807771858
CLEC10A,10462,1.59e-40,-1.586330871
CLEC11A,6320,2.38e-15,1.406211697
CLEC12A,160364,2.95e-06,-4.038074053
CLEC12B,387837,6.23e-05,-1.657686594
CLEC16A,23274,3.89e-09,-2.607021566
CLEC17A,388512,0.000257635,-2.318465335
CLEC19A,728276,1.5e-27,-1.201203011
CLEC1A,51267,0.020700778,1.810668447
CLEC1B,51266,1.65e-08,-1.446749565
CLEC2A,387836,0.000491344,-1.178360943
CLEC2B,9976,2.46e-13,-5.931186925
CLEC2D,29121,6.14e-68,-2.889204337
CLEC2L,154790,1.98e-36,2.2212227
CLEC3A,10143,5.51e-44,-1.64524128
CLEC4A,50856,6.98e-20,-0.944966055
CLEC4C,170482,4.9e-07,-1.481260535
CLEC4D,338339,2.98e-21,-2.678713796
CLEC4E,26253,3.67e-16,-1.290289522
CLEC4F,165530,4.37e-10,-0.856493204
CLEC4G,339390,1.27e-27,2.617674618
CLEC4M,10332,0.000107791,-0.971594466
CLEC5A,23601,4.42e-17,-1.464781764
CLEC6A,93978,0.039907074,-0.623760601
CLEC7A,64581,1.64e-07,-3.415637887
CLEC9A,283420,4.97e-34,-2.443358695
CLECL1,160365,1.6e-06,-1.768166925
CLGN,1047,1.69e-05,0.505853845
CLHC1,130162,2.02e-22,-1.002154611
CLIC1,1192,0.000555803,-2.437078199
CLIC3,9022,2.52e-21,-1.016588026
CLIC4,25932,1.17e-06,-2.38668251
CLIC5,53405,3.89e-32,-2.349691382
CLIC6,54102,7.13e-21,-1.715130333
CLINT1,9685,1.03e-05,2.317967996
CLIP2,7461,2.22e-40,-2.069872872
CLIP4,79745,1.42e-33,-1.684432442
CLK1,1195,6.25e-13,0.852419344
CLK2,1196,5.3e-12,0.7711963
CLK3,1198,1.23e-15,0.788191786
CLK4,57396,1.95e-11,-0.412779595
CLLU1,574028,1.35e-14,0.730541752
CLMP,79827,1.62e-44,-2.431330715
CLN3,1201,1.97e-26,-1.214757307
CLN6,54982,1.31e-31,-1.666851719
CLN8,2055,3.59e-06,3.48389349
CLNK,116449,2.25e-05,-3.240348477
CLPB,81570,1.94e-23,-1.976595474
CLPP,8192,0.000781825,-0.430247792
CLPSL1,340204,6.46e-05,-0.954862669
CLPSL2,389383,1.11e-16,-1.059248284
CLPTM1L,81037,8.05e-28,-1.568282097
CLPX,10845,0.004803214,-0.147032326
CLRN1,7401,1.58e-34,-2.089220675
CLRN3,119467,1.64e-12,-5.369369356
CLSTN2,64084,9.68e-07,-3.701964904
CLSTN2-AS1,101927808,0.000829202,-2.409535588
CLSTN3,9746,7.18e-11,-0.639508787
CLTB,1212,1.18e-05,-0.537902536
CLTCL1,8218,3.73e-10,-5.171487466
CLU,1191,4.7e-67,-2.513718534
CLUAP1,23059,6.15e-56,1.490510154
CLUH,23277,8.53e-19,1.513918663
CLUL1,27098,7.88e-22,-1.275417845
CLVS1,157807,4.48e-11,-4.891481857
CLVS2,134829,6.89e-28,3.112961615
CLYBL-AS2,100874063,1.53e-13,0.587980965
CMA1,1215,2.61e-18,-1.325682447
CMAS,55907,2.18e-20,-1.097661413
CMBL,134147,1.75e-29,-1.577209621
CMC1,152100,3.19e-29,1.719264798
CMC2,56942,1.59e-13,1.062888618
CMC4,100272147,1.62e-41,-2.278849508
CMIP,80790,1.56e-60,-3.755325796
CMKLR1,1240,2.08e-46,-1.958925753
CMTM1,113540,3.97e-09,-1.236475041
CMTM2,146225,3.97e-09,-1.236475041
CMTM3,123920,3.79e-33,-3.072252828
CMTM4,146223,9.02e-05,2.109212615
CMTM5,116173,0.000191738,-1.656995962
CMTM6,54918,1.02e-15,0.72635431
CMTM7,112616,5.25e-07,-2.810225479
CMTR2,55783,5.13e-06,3.142824377
CMYA5,202333,6.26e-25,2.085728278
CNBD1,168975,1.19e-05,-2.749374807
CNBD2,140894,1.38e-34,-1.1493789
CNBP,7555,0.012897246,0.253715978
CNDP1,84735,3.27e-06,-1.192362734
CNDP2,55748,1.6e-05,-3.299217671
CNEP1R1,255919,2.59e-16,0.695755698
CNFN,84518,2.03e-17,0.999744856
CNGA1,1259,2.55e-16,-6.658647402
CNGA2,1260,5.68e-17,-2.012361823
CNGA4,1262,6.44e-21,-1.242239403
CNGB1,1258,3.89e-06,-1.59167412
CNGB3,54714,2.07e-12,-2.76536907
CNIH1,10175,2.49e-11,-0.749197317
CNIH2,254263,8.37e-49,-1.507731551
CNIH3,149111,9.75e-28,-2.117076249
CNIH4,29097,4.5e-17,-1.110525968
CNKSR1,10256,1.06e-40,-1.991783342
CNKSR2,22866,5.05e-10,2.154614653
CNN1,1264,1.28e-14,-0.70304143
CNN2,1265,1.33e-24,-1.880897261
CNN3,1266,4.68e-43,2.106324144
CNNM2,54805,4.93e-05,2.701193234
CNOT1,23019,3.2e-05,4.256610864
CNOT10,25904,9.31e-09,0.669832207
CNOT11,55571,2.2e-30,-1.014128819
CNOT2,4848,8.94e-21,-1.280879222
CNOT3,4849,1.13e-16,0.733506295
CNOT6,57472,8e-12,1.21358118
CNOT6L,246175,0.001846187,-1.691550413
CNOT8,9337,0.000721852,-0.568302328
CNP,1267,2.61e-20,2.103069725
CNPY1,285888,5.67e-12,1.401020627
CNPY2,10330,6.99e-06,0.31703652
CNR1,1268,0.000417792,-1.031201081
CNR2,1269,5.29e-09,-1.792424836
CNRIP1,25927,7.26e-29,2.194853992
CNTF,1270,6.24e-08,-1.084770908
CNTLN,54875,1.91e-25,1.099160534
CNTN3,5067,7.55e-10,-3.880106195
CNTN4,152330,4.79e-21,-7.957119057
CNTN4-AS2,100873976,2.31e-10,-5.214484386
CNTN5,53942,2.46e-15,-7.170707698
CNTN6,27255,1.85e-09,-4.184923981
CNTNAP1,8506,1.65e-08,1.393457211
CNTNAP2,26047,3.05e-08,-3.810671542
CNTNAP4,85445,2.08e-05,-2.745188396
CNTRL,11064,0.008744633,-2.299878681
COA1,55744,6.53e-21,-1.380793226
COA3,28958,0.000199884,3.164805999
COA4,51287,6.25e-11,-0.628091366
COA5,493753,0.006696173,-0.330074577
COA6,388753,0.000168867,0.180319037
COA7,65260,4.35e-12,-0.685483399
COBL,23242,1.27e-46,-2.103278614
COCH,1690,4.1e-17,2.311291567
COG2,22796,0.000970812,3.115322419
COG4,25839,1.25e-42,-1.762605472
COG5,10466,2.19e-06,2.185259956
COG7,91949,1.62e-83,2.725256021
COG8,84342,2.94e-06,-2.194464366
COIL,8161,0.007593076,1.178162884
COL10A1,1300,1.65e-05,-0.196735127
COL11A1,1301,8.23e-29,2.153323256
COL11A2,1302,7.59e-34,-1.95119421
COL13A1,1305,7.88e-43,-2.180241579
COL14A1,7373,7.35e-43,-2.308244336
COL15A1,1306,1.28e-26,-1.739032786
COL16A1,1307,1.66e-07,-1.664327236
COL17A1,1308,1.41e-10,-5.516657493
COL18A1,80781,3.6e-11,-1.759094138
COL18A1-AS2,100874236,7.06e-09,-0.795322236
COL1A1,1277,7.53e-66,-2.109849742
COL1A2,1278,7.18e-18,1.313139414
COL20A1,57642,9.67e-38,-2.239830246
COL21A1,81578,2.76e-13,-5.487187368
COL22A1,169044,3.12e-55,-1.965756373
COL23A1,91522,7.74e-35,-3.254760306
COL24A1,255631,5.58e-09,1.345657489
COL26A1,136227,1.61e-31,-2.186657231
COL27A1,85301,6.08e-25,-1.698757903
COL4A2-AS1,100874203,5.94e-22,2.781186995
COL4A3,1285,1.73e-13,0.775106759
COL4A4,1286,1.49e-34,1.965653367
COL4A5,1287,0.006215957,1.571735388
COL5A1,1289,1.62e-33,-3.082679677
